captdate,year,month,day,nethours,min_nets,max_nets,relmyrts,relhumme,relgcks,relcats,rel_brcr,notes,date_str,day_hours,doy
27-Apr-67,1967,4,27,1,1,1,,,,,,,4/27/1967,1,117
29-Apr-67,1967,4,29,12,2,2,,,,,,,4/29/1967,6,119
30-Apr-67,1967,4,30,14,2,2,,,,,,,4/30/1967,7,120
13-May-67,1967,5,13,6,1.5,1.5,,,,,,,5/13/1967,4,133
14-May-67,1967,5,14,24,2,2,,,,,,,5/14/1967,12,134
15-May-67,1967,5,15,16,2,2,,,,,,,5/15/1967,8,135
16-May-67,1967,5,16,20,2,2,,,,,,,5/16/1967,10,136
17-May-67,1967,5,17,24,2,2,,,,,,,5/17/1967,12,137
18-May-67,1967,5,18,36,4,4,,,,,,,5/18/1967,9,138
19-May-67,1967,5,19,18,2,2,,,,,,,5/19/1967,9,139
20-May-67,1967,5,20,60,5,5,,,,,,,5/20/1967,12,140
21-May-67,1967,5,21,42,5,5,,,,,,,5/21/1967,8.4,141
27-May-67,1967,5,27,35,5,5,,,,,,,5/27/1967,7,147
28-May-67,1967,5,28,70,5,5,,,,,,,5/28/1967,14,148
29-May-67,1967,5,29,68,5,5,,,,,,,5/29/1967,13.6,149
30-May-67,1967,5,30,65,5,5,,,,,,,5/30/1967,13,150
9-Jun-67,1967,6,9,10,1,1,,,,,,,6/9/1967,10,160
11-Jun-67,1967,6,11,40,4,4,,,,,,,6/11/1967,10,162
12-Jun-67,1967,6,12,24,4,4,,,,,,,6/12/1967,6,163
13-Jun-67,1967,6,13,16,4,4,,,,,,,6/13/1967,4,164
1-Jul-67,1967,7,1,6,2,2,,,,,,,7/1/1967,3,182
2-Jul-67,1967,7,2,8,2,2,,,,,,,7/2/1967,4,183
3-Jul-67,1967,7,3,3,2,2,,,,,,,7/3/1967,1.5,184
4-Jul-67,1967,7,4,6,2,2,,,,,,,7/4/1967,3,185
18-Jul-67,1967,7,18,4,1,1,,,,,,,7/18/1967,4,199
29-Aug-67,1967,8,29,14,3,3,,,,,,,8/29/1967,4.666667,241
30-Aug-67,1967,8,30,21,3,3,,,,,,,8/30/1967,7,242
31-Aug-67,1967,8,31,32,3,3,,,,,,,8/31/1967,10.66667,243
1-Sep-67,1967,9,1,35,3,3,,,,,,,9/1/1967,11.66667,244
2-Sep-67,1967,9,2,42,3,3,,,,,,,9/2/1967,14,245
3-Sep-67,1967,9,3,40,3,3,,,,,,,9/3/1967,13.33333,246
4-Sep-67,1967,9,4,20,3,3,,,,,,,9/4/1967,6.666667,247
23-Sep-67,1967,9,23,42,4,4,,,,,,,9/23/1967,10.5,266
24-Sep-67,1967,9,24,38,5,5,,,,,,,9/24/1967,7.6,267
25-Sep-67,1967,9,25,5,2,2,,,,,,,9/25/1967,2.5,268
26-Sep-67,1967,9,26,58,5,5,,,,,,,9/26/1967,11.6,269
27-Sep-67,1967,9,27,34,4,4,,,,,,,9/27/1967,8.5,270
28-Sep-67,1967,9,28,47,4,4,,,,,,,9/28/1967,11.75,271
30-Sep-67,1967,9,30,40,4,4,,,,,,,9/30/1967,10,273
1-Oct-67,1967,10,1,54,5,5,,,,,,,10/1/1967,10.8,274
2-Oct-67,1967,10,2,60,5,5,,,,,,,10/2/1967,12,275
3-Oct-67,1967,10,3,55,5,5,,,,,,,10/3/1967,11,276
4-Oct-67,1967,10,4,48,4,4,,,,,,,10/4/1967,12,277
5-Oct-67,1967,10,5,18,4,4,,,,,,,10/5/1967,4.5,278
6-Oct-67,1967,10,6,20,4,4,,,,,,,10/6/1967,5,279
7-Oct-67,1967,10,7,60,5,5,,,,,,,10/7/1967,12,280
8-Oct-67,1967,10,8,60,5,5,,,,,,,10/8/1967,12,281
9-Oct-67,1967,10,9,4,4,4,,,,,,,10/9/1967,1,282
10-Oct-67,1967,10,10,24,4,4,,,,,,,10/10/1967,6,283
11-Oct-67,1967,10,11,46,4,4,,,,,,,10/11/1967,11.5,284
12-Oct-67,1967,10,12,48,4,4,,,,,,,10/12/1967,12,285
13-Oct-67,1967,10,13,41,4,4,,,,,,,10/13/1967,10.25,286
14-Oct-67,1967,10,14,58,5,5,,,,,,,10/14/1967,11.6,287
15-Oct-67,1967,10,15,30,5,5,,,,,,,10/15/1967,6,288
26-Oct-67,1967,10,26,4,2,2,,,,,,,10/26/1967,2,299
27-Oct-67,1967,10,27,22,3,3,,,,,,,10/27/1967,7.333333,300
29-Oct-67,1967,10,29,36,4,4,,,,,,,10/29/1967,9,302
30-Oct-67,1967,10,30,44,4,4,,,,,,,10/30/1967,11,303
31-Oct-67,1967,10,31,22,4,4,,,,,,,10/31/1967,5.5,304
5-Nov-67,1967,11,5,22,3,3,,,,,,,11/5/1967,7.333333,309
6-Nov-67,1967,11,6,33,3,3,,,,,,,11/6/1967,11,310
7-Nov-67,1967,11,7,3,3,3,,,,,,,11/7/1967,1,311
27-Apr-68,1968,4,27,16,4,4,,,,,,,4/27/1968,4,118
28-Apr-68,1968,4,28,48,4,4,,,,,,,4/28/1968,12,119
29-Apr-68,1968,4,29,42,4,4,,,,,,,4/29/1968,10.5,120
30-Apr-68,1968,4,30,48,4,4,,,,,,,4/30/1968,12,121
1-May-68,1968,5,1,48,4,4,,,,,,,5/1/1968,12,122
2-May-68,1968,5,2,48,4,4,,,,,,,5/2/1968,12,123
3-May-68,1968,5,3,44,4,4,,,,,,,5/3/1968,11,124
4-May-68,1968,5,4,48,4,4,,,,,,,5/4/1968,12,125
5-May-68,1968,5,5,48,4,4,,,,,,,5/5/1968,12,126
6-May-68,1968,5,6,24,4,4,,,,,,,5/6/1968,6,127
7-May-68,1968,5,7,48,4,4,,,,,,,5/7/1968,12,128
8-May-68,1968,5,8,48,4,4,,,,,,,5/8/1968,12,129
9-May-68,1968,5,9,20,4,4,,,,,,,5/9/1968,5,130
10-May-68,1968,5,10,28,4,4,,,,,,,5/10/1968,7,131
11-May-68,1968,5,11,46,4,4,,,,,,,5/11/1968,11.5,132
12-May-68,1968,5,12,30,4,4,,,,,,,5/12/1968,7.5,133
13-May-68,1968,5,13,48,4,4,,,,,,,5/13/1968,12,134
14-May-68,1968,5,14,48,4,4,,,,,,,5/14/1968,12,135
15-May-68,1968,5,15,22,4,4,,,,,,,5/15/1968,5.5,136
18-May-68,1968,5,18,52,4,4,,,,,,,5/18/1968,13,139
19-May-68,1968,5,19,28,4,4,,,,,,,5/19/1968,7,140
25-May-68,1968,5,25,52,4,4,,,,,,,5/25/1968,13,146
26-May-68,1968,5,26,28,4,4,,,,,,,5/26/1968,7,147
27-May-68,1968,5,27,28,4,4,,,,,,,5/27/1968,7,148
28-May-68,1968,5,28,44,4,4,,,,,,,5/28/1968,11,149
30-May-68,1968,5,30,28,4,4,,,,,,,5/30/1968,7,151
31-May-68,1968,5,31,48,4,4,,,,,,,5/31/1968,12,152
20-Aug-68,1968,8,20,8,2,2,,,,,,,8/20/1968,4,233
21-Aug-68,1968,8,21,8,2,2,,,,,,,8/21/1968,4,234
22-Aug-68,1968,8,22,24,4,4,,,,,,,8/22/1968,6,235
23-Aug-68,1968,8,23,18,4,4,,,,,,,8/23/1968,4.5,236
24-Aug-68,1968,8,24,52,4,4,,,,,,,8/24/1968,13,237
25-Aug-68,1968,8,25,32,4,4,,,,,,,8/25/1968,8,238
26-Aug-68,1968,8,26,22,4,4,,,,,,,8/26/1968,5.5,239
31-Aug-68,1968,8,31,48,4,4,,,,,,,8/31/1968,12,244
1-Sep-68,1968,9,1,48,4,4,,,,,,,9/1/1968,12,245
2-Sep-68,1968,9,2,45,6,6,,,,,,,9/2/1968,7.5,246
3-Sep-68,1968,9,3,30,6,6,,,,,,,9/3/1968,5,247
4-Sep-68,1968,9,4,33,6,6,,,,,,,9/4/1968,5.5,248
5-Sep-68,1968,9,5,60,6,6,,1,,,,,9/5/1968,10,249
6-Sep-68,1968,9,6,48,6,6,,,,,,,9/6/1968,8,250
7-Sep-68,1968,9,7,54,6,6,,,,,,,9/7/1968,9,251
8-Sep-68,1968,9,8,72,6,6,,,,,,,9/8/1968,12,252
9-Sep-68,1968,9,9,15,6,6,,,,,,,9/9/1968,2.5,253
10-Sep-68,1968,9,10,60,6,6,,,,,,,9/10/1968,10,254
12-Sep-68,1968,9,12,39,6,6,,,,,,,9/12/1968,6.5,256
13-Sep-68,1968,9,13,6,6,6,,,,,,,9/13/1968,1,257
14-Sep-68,1968,9,14,72,6,6,,,,,,,9/14/1968,12,258
15-Sep-68,1968,9,15,72,6,6,,,,,,,9/15/1968,12,259
16-Sep-68,1968,9,16,24,6,6,,,,,,,9/16/1968,4,260
20-Sep-68,1968,9,20,18,6,6,,,,,,,9/20/1968,3,264
21-Sep-68,1968,9,21,72,6,6,,,,,,,9/21/1968,12,265
22-Sep-68,1968,9,22,30,6,6,,,,,,,9/22/1968,5,266
23-Sep-68,1968,9,23,39,6,6,,,,,,,9/23/1968,6.5,267
24-Sep-68,1968,9,24,42,6,6,,,,,,,9/24/1968,7,268
25-Sep-68,1968,9,25,72,6,6,,,,,,,9/25/1968,12,269
26-Sep-68,1968,9,26,48,6,6,,,,,,,9/26/1968,8,270
27-Sep-68,1968,9,27,14,6,6,,,,,,,9/27/1968,2.333333,271
28-Sep-68,1968,9,28,72,6,6,,,,,,,9/28/1968,12,272
29-Sep-68,1968,9,29,21,6,6,,,,,,,9/29/1968,3.5,273
30-Sep-68,1968,9,30,24,6,6,,,,,,,9/30/1968,4,274
1-Oct-68,1968,10,1,24,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/1/1968,4,275
2-Oct-68,1968,10,2,21,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/2/1968,3.5,276
3-Oct-68,1968,10,3,25,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/3/1968,4.166667,277
4-Oct-68,1968,10,4,18,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/4/1968,3,278
5-Oct-68,1968,10,5,36,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/5/1968,6,279
6-Oct-68,1968,10,6,24,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/6/1968,4,280
7-Oct-68,1968,10,7,2,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/7/1968,0.3333333,281
8-Oct-68,1968,10,8,21,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/8/1968,3.5,282
9-Oct-68,1968,10,9,26,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/9/1968,4.333333,283
10-Oct-68,1968,10,10,18,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/10/1968,3,284
11-Oct-68,1968,10,11,15,6,6,,,,,,"No net hours recorded; I valued with 6, the overwhelming mode for Sept and Oct of",10/11/1968,2.5,285
12-Oct-68,1968,10,12,33,6,6,,,,,,,10/12/1968,5.5,286
13-Oct-68,1968,10,13,45,6,6,,,,,,,10/13/1968,7.5,287
22-Oct-68,1968,10,22,18,6,6,,,,,,,10/22/1968,3,296
23-Oct-68,1968,10,23,26,6,6,,,,,,,10/23/1968,4.333333,297
24-Oct-68,1968,10,24,30,7,7,,,,,,,10/24/1968,4.285714,298
26-Oct-68,1968,10,26,45,6,6,,,,,,,10/26/1968,7.5,300
27-Oct-68,1968,10,27,36,6,6,,,,,,,10/27/1968,6,301
2-Nov-68,1968,11,2,17,3,3,,,,,,,11/2/1968,5.666667,307
3-Nov-68,1968,11,3,15,3,3,,,,,,,11/3/1968,5,308
4-Nov-68,1968,11,4,21,3,3,,,,,,,11/4/1968,7,309
17-Nov-68,1968,11,17,21,3,3,,,,,,,11/17/1968,7,322
1-Apr-69,1969,4,1,9,6,6,,,,,,,4/1/1969,1.5,91
9-Apr-69,1969,4,9,60,6,6,,,,,,,4/9/1969,10,99
11-Apr-69,1969,4,11,66,6,6,,,,,,,4/11/1969,11,101
12-Apr-69,1969,4,12,72,6,6,,,,,,,4/12/1969,12,102
13-Apr-69,1969,4,13,36,6,6,,,,,,,4/13/1969,6,103
4-May-69,1969,5,4,54,6,6,,,,,,,5/4/1969,9,124
5-May-69,1969,5,5,60,6,6,,,,,,,5/5/1969,10,125
6-May-69,1969,5,6,60,6,6,,,,,,,5/6/1969,10,126
7-May-69,1969,5,7,60,6,6,,,,,,,5/7/1969,10,127
8-May-69,1969,5,8,6,6,6,,,,,,,5/8/1969,1,128
15-May-69,1969,5,15,42,6,6,,,,,,,5/15/1969,7,135
16-May-69,1969,5,16,55,6,6,,,,,,,5/16/1969,9.166667,136
17-May-69,1969,5,17,48,4,4,,,,,,,5/17/1969,12,137
18-May-69,1969,5,18,66,6,6,,,,,,,5/18/1969,11,138
19-May-69,1969,5,19,42,3,3,,,,,,,5/19/1969,14,139
24-May-69,1969,5,24,72,6,6,,,,,,,5/24/1969,12,144
25-May-69,1969,5,25,64,6,6,,,,,,,5/25/1969,10.66667,145
26-May-69,1969,5,26,78,6,6,,,,,,,5/26/1969,13,146
27-May-69,1969,5,27,52,6,6,,,,,,,5/27/1969,8.666667,147
28-May-69,1969,5,28,30,6,6,,,,,,,5/28/1969,5,148
30-May-69,1969,5,30,72,6,6,,,,,,,5/30/1969,12,150
3-Aug-69,1969,8,3,6,3,3,,,,,,,8/3/1969,2,215
9-Aug-69,1969,8,9,4,3,3,,,,,,,8/9/1969,1.333333,221
10-Aug-69,1969,8,10,33,6,6,,,,,,,8/10/1969,5.5,222
16-Aug-69,1969,8,16,27,3,3,,,,,,,8/16/1969,9,228
17-Aug-69,1969,8,17,35,6,6,,,,,,,8/17/1969,5.833333,229
18-Aug-69,1969,8,18,51,6,6,,,,,,,8/18/1969,8.5,230
29-Aug-69,1969,8,29,3,3,3,,,,,,,8/29/1969,1,241
30-Aug-69,1969,8,30,3,2,2,,,,,,,8/30/1969,1.5,242
31-Aug-69,1969,8,31,27,5,5,,,,,,,8/31/1969,5.4,243
1-Sep-69,1969,9,1,75,8,8,,,,,,,9/1/1969,9.375,244
2-Sep-69,1969,9,2,33,8,8,,,,,,,9/2/1969,4.125,245
3-Sep-69,1969,9,3,28,6,6,,,,,,,9/3/1969,4.666667,246
4-Sep-69,1969,9,4,42,6,6,,,,,,,9/4/1969,7,247
5-Sep-69,1969,9,5,33,8,8,,2,,,,,9/5/1969,4.125,248
6-Sep-69,1969,9,6,51,8,8,,1,,,,,9/6/1969,6.375,249
7-Sep-69,1969,9,7,48,8,8,,,,,,,9/7/1969,6,250
8-Sep-69,1969,9,8,36,8,8,,,,,,,9/8/1969,4.5,251
9-Sep-69,1969,9,9,16,8,8,,,,,,,9/9/1969,2,252
10-Sep-69,1969,9,10,35,8,8,,,,,,,9/10/1969,4.375,253
11-Sep-69,1969,9,11,37,8,8,,,,,,,9/11/1969,4.625,254
12-Sep-69,1969,9,12,36,8,8,,,,,,,9/12/1969,4.5,255
13-Sep-69,1969,9,13,34,8,8,,,,,,,9/13/1969,4.25,256
14-Sep-69,1969,9,14,33,8,8,,,,,,,9/14/1969,4.125,257
17-Sep-69,1969,9,17,14,5,5,,1,,,,,9/17/1969,2.8,260
18-Sep-69,1969,9,18,7,5,5,,,,,,,9/18/1969,1.4,261
19-Sep-69,1969,9,19,22,8,8,,,,,,,9/19/1969,2.75,262
20-Sep-69,1969,9,20,33,8,8,,,,,,,9/20/1969,4.125,263
21-Sep-69,1969,9,21,43,8,8,,,,,,,9/21/1969,5.375,264
22-Sep-69,1969,9,22,83,8,8,,,,,,,9/22/1969,10.375,265
23-Sep-69,1969,9,23,92,10,10,,,,,,,9/23/1969,9.2,266
24-Sep-69,1969,9,24,46,10,10,,,,,,,9/24/1969,4.6,267
25-Sep-69,1969,9,25,34,10,10,,,,,,,9/25/1969,3.4,268
26-Sep-69,1969,9,26,47,10,10,,,,,,,9/26/1969,4.7,269
27-Sep-69,1969,9,27,43,10,10,,,,,,,9/27/1969,4.3,270
28-Sep-69,1969,9,28,39,10,10,,,,,,,9/28/1969,3.9,271
29-Sep-69,1969,9,29,33,10,10,,,,,,,9/29/1969,3.3,272
30-Sep-69,1969,9,30,31,10,10,,,,,,,9/30/1969,3.1,273
1-Oct-69,1969,10,1,47,10,10,,,,,,,10/1/1969,4.7,274
2-Oct-69,1969,10,2,35,10,10,,,,,,,10/2/1969,3.5,275
4-Oct-69,1969,10,4,74,8,8,,,,,,,10/4/1969,9.25,277
5-Oct-69,1969,10,5,96,8,8,,,,,,,10/5/1969,12,278
6-Oct-69,1969,10,6,106,10,10,,,,,,,10/6/1969,10.6,279
7-Oct-69,1969,10,7,42,10,10,,,,,,,10/7/1969,4.2,280
8-Oct-69,1969,10,8,41,10,10,,,,,,,10/8/1969,4.1,281
9-Oct-69,1969,10,9,39,10,10,,,,,,,10/9/1969,3.9,282
10-Oct-69,1969,10,10,36,10,10,22,,,,,,10/10/1969,3.6,283
11-Oct-69,1969,10,11,66,8,8,,,,,,,10/11/1969,8.25,284
12-Oct-69,1969,10,12,44,8,8,,,,,,,10/12/1969,5.5,285
13-Oct-69,1969,10,13,78,10,10,15,,,,,,10/13/1969,7.8,286
14-Oct-69,1969,10,14,51,10,10,35,,,,,,10/14/1969,5.1,287
15-Oct-69,1969,10,15,41,10,10,71,,,,,,10/15/1969,4.1,288
16-Oct-69,1969,10,16,32,10,10,63,,,,,,10/16/1969,3.2,289
17-Oct-69,1969,10,17,45,10,10,60,,,,,,10/17/1969,4.5,290
18-Oct-69,1969,10,18,39,10,10,62,,,,,,10/18/1969,3.9,291
19-Oct-69,1969,10,19,37,10,10,23,,,,,,10/19/1969,3.7,292
20-Oct-69,1969,10,20,52,10,10,58,,,,,,10/20/1969,5.2,293
31-Oct-69,1969,10,31,88,10,10,55,,,,,,10/31/1969,8.8,304
1-Nov-69,1969,11,1,30,10,10,,,,,,,11/1/1969,3,305
2-Nov-69,1969,11,2,15,5,5,,,,,,,11/2/1969,3,306
3-Nov-69,1969,11,3,56,8,8,,,,,,,11/3/1969,7,307
4-Nov-69,1969,11,4,12,8,8,,,,,,,11/4/1969,1.5,308
8-Nov-69,1969,11,8,16,8,8,,,,,,,11/8/1969,2,312
14-Nov-69,1969,11,14,6,2,2,,,,,,,11/14/1969,3,318
15-Nov-69,1969,11,15,1,2,2,,,,,,,11/15/1969,0.5,319
22-Nov-69,1969,11,22,38,7,7,,,,,,,11/22/1969,5.428571,326
23-Nov-69,1969,11,23,60,7,7,,,,,,,11/23/1969,8.571428,327
24-Nov-69,1969,11,24,32,7,7,,,,,,,11/24/1969,4.571429,328
10-Apr-70,1970,4,10,45,5,5,,,,,,,4/10/1970,9,100
11-Apr-70,1970,4,11,60,5,5,,,,,,,4/11/1970,12,101
12-Apr-70,1970,4,12,48,5,5,,,,,,,4/12/1970,9.6,102
18-Apr-70,1970,4,18,38,5,5,,,,,,,4/18/1970,7.6,108
19-Apr-70,1970,4,19,60,5,5,,,,,,,4/19/1970,12,109
20-Apr-70,1970,4,20,15,5,5,,,,,,,4/20/1970,3,110
21-Apr-70,1970,4,21,60,5,5,,,,,,,4/21/1970,12,111
22-Apr-70,1970,4,22,60,5,5,,,,,,,4/22/1970,12,112
23-Apr-70,1970,4,23,60,5,5,,,,,,,4/23/1970,12,113
25-Apr-70,1970,4,25,70,5,5,,,,,,,4/25/1970,14,115
26-Apr-70,1970,4,26,30,5,5,,,,,,,4/26/1970,6,116
2-May-70,1970,5,2,60,5,5,,,,,,,5/2/1970,12,122
3-May-70,1970,5,3,32,5,5,,,,,,,5/3/1970,6.4,123
6-May-70,1970,5,6,25,5,5,,,,,,,5/6/1970,5,126
7-May-70,1970,5,7,70,5,5,,,,,,,5/7/1970,14,127
8-May-70,1970,5,8,94,8,8,,,,,,,5/8/1970,11.75,128
9-May-70,1970,5,9,112,8,8,,,,,,,5/9/1970,14,129
10-May-70,1970,5,10,51,8,8,,,,,,,5/10/1970,6.375,130
11-May-70,1970,5,11,64,8,8,,,,,,,5/11/1970,8,131
12-May-70,1970,5,12,60,8,8,,,,,,,5/12/1970,7.5,132
13-May-70,1970,5,13,20,8,8,,,,,,,5/13/1970,2.5,133
14-May-70,1970,5,14,30,8,8,,,,,,,5/14/1970,3.75,134
15-May-70,1970,5,15,96,8,8,,,,,,,5/15/1970,12,135
16-May-70,1970,5,16,64,8,8,,,,,,,5/16/1970,8,136
17-May-70,1970,5,17,4,8,8,,,,,,,5/17/1970,0.5,137
18-May-70,1970,5,18,8,8,8,,,,,,,5/18/1970,1,138
19-May-70,1970,5,19,88,8,8,,,,,,,5/19/1970,11,139
20-May-70,1970,5,20,92,8,8,,,,,,,5/20/1970,11.5,140
21-May-70,1970,5,21,80,8,8,,,,,,,5/21/1970,10,141
22-May-70,1970,5,22,61,8,8,,,,,,,5/22/1970,7.625,142
23-May-70,1970,5,23,32,8,8,,,,,,,5/23/1970,4,143
27-May-70,1970,5,27,76,8,8,,,,,,,5/27/1970,9.5,147
28-May-70,1970,5,28,80,8,8,,,,,,,5/28/1970,10,148
29-May-70,1970,5,29,60,8,8,,,,,,,5/29/1970,7.5,149
30-May-70,1970,5,30,16,8,8,,,,,,,5/30/1970,2,150
1-Sep-70,1970,9,1,26,4,4,,,,,,,9/1/1970,6.5,244
2-Sep-70,1970,9,2,24,4,4,,,,,,,9/2/1970,6,245
3-Sep-70,1970,9,3,33,5,5,,,,,,,9/3/1970,6.6,246
4-Sep-70,1970,9,4,17,5,5,,,,,,,9/4/1970,3.4,247
5-Sep-70,1970,9,5,45,8,8,,,,,,,9/5/1970,5.625,248
6-Sep-70,1970,9,6,64,8,8,,,,,,,9/6/1970,8,249
7-Sep-70,1970,9,7,40,8,8,,,,,,,9/7/1970,5,250
8-Sep-70,1970,9,8,40,8,8,,,,,,,9/8/1970,5,251
9-Sep-70,1970,9,9,24,8,8,,,,,,,9/9/1970,3,252
10-Sep-70,1970,9,10,36,8,8,,,,,,,9/10/1970,4.5,253
11-Sep-70,1970,9,11,108,8,8,,,,,,,9/11/1970,13.5,254
12-Sep-70,1970,9,12,113,9,9,,,,,,,9/12/1970,12.55556,255
13-Sep-70,1970,9,13,64,10,10,,,,,,,9/13/1970,6.4,256
14-Sep-70,1970,9,14,40,8,8,,,,,,,9/14/1970,5,257
15-Sep-70,1970,9,15,4,8,8,,,,,,,9/15/1970,0.5,258
16-Sep-70,1970,9,16,26,8,8,,,,,,,9/16/1970,3.25,259
17-Sep-70,1970,9,17,30,8,8,,,,,,,9/17/1970,3.75,260
18-Sep-70,1970,9,18,21,2,8,,,,,,nets 2-8,9/18/1970,2.625,261
19-Sep-70,1970,9,19,44,8,8,,,,,,,9/19/1970,5.5,262
20-Sep-70,1970,9,20,34,1,8,,,,,,nets 1-8,9/20/1970,4.25,263
21-Sep-70,1970,9,21,104,8,8,,,,,,,9/21/1970,13,264
22-Sep-70,1970,9,22,104,8,8,,,,,,,9/22/1970,13,265
23-Sep-70,1970,9,23,104,8,8,,,,,,,9/23/1970,13,266
24-Sep-70,1970,9,24,24,8,8,,,,,,,9/24/1970,3,267
25-Sep-70,1970,9,25,28,8,8,,,,,,,9/25/1970,3.5,268
26-Sep-70,1970,9,26,104,8,8,,,,,,,9/26/1970,13,269
27-Sep-70,1970,9,27,72,8,8,,,,,,,9/27/1970,9,270
28-Sep-70,1970,9,28,32,8,8,,,,,,,9/28/1970,4,271
29-Sep-70,1970,9,29,28,8,8,,,,,,,9/29/1970,3.5,272
30-Sep-70,1970,9,30,28,8,8,,,,,,,9/30/1970,3.5,273
1-Oct-70,1970,10,1,24,8,8,,,,,,,10/1/1970,3,274
2-Oct-70,1970,10,2,28,8,8,,,,,,,10/2/1970,3.5,275
3-Oct-70,1970,10,3,100,8,8,,,,,,,10/3/1970,12.5,276
4-Oct-70,1970,10,4,100,8,8,,,,,,,10/4/1970,12.5,277
5-Oct-70,1970,10,5,111,8,10,,,,,,nets 8-10,10/5/1970,11.1,278
6-Oct-70,1970,10,6,125,10,10,,,,,,,10/6/1970,12.5,279
7-Oct-70,1970,10,7,35,10,10,,,,,,,10/7/1970,3.5,280
8-Oct-70,1970,10,8,50,5,10,,,,,,nets 5-10,10/8/1970,5,281
9-Oct-70,1970,10,9,38,8,8,,,,,,,10/9/1970,4.75,282
10-Oct-70,1970,10,10,22,1,8,,,,,,nets 1-8,10/10/1970,2.75,283
11-Oct-70,1970,10,11,38,8,8,,,,,,,10/11/1970,4.75,284
12-Oct-70,1970,10,12,24,8,8,,,,,,,10/12/1970,3,285
13-Oct-70,1970,10,13,20,8,8,,,,,,,10/13/1970,2.5,286
14-Oct-70,1970,10,14,16,8,8,,,,,,,10/14/1970,2,287
15-Oct-70,1970,10,15,20,8,8,,,,,,,10/15/1970,2.5,288
16-Oct-70,1970,10,16,11,5,7,,,,,,nets 5-7,10/16/1970,1.571429,289
17-Oct-70,1970,10,17,11,5,8,,,,,,nets 5-8,10/17/1970,1.375,290
18-Oct-70,1970,10,18,21,3,8,,,,,,nets 3-8,10/18/1970,2.625,291
19-Oct-70,1970,10,19,21,8,8,28,,,,,,10/19/1970,2.625,292
20-Oct-70,1970,10,20,20,8,8,23,,,,,,10/20/1970,2.5,293
21-Oct-70,1970,10,21,24,8,8,60,,,,,,10/21/1970,3,294
24-Oct-70,1970,10,24,74,3,8,40,,,,,nets 3-8,10/24/1970,9.25,297
25-Oct-70,1970,10,25,74,5,8,,,,,,nets 5-8,10/25/1970,9.25,298
28-Oct-70,1970,10,28,37,8,8,25,,,,,,10/28/1970,4.625,301
29-Oct-70,1970,10,29,30,8,8,11,,,,,,10/29/1970,3.75,302
30-Oct-70,1970,10,30,19,8,8,67,,,,,,10/30/1970,2.375,303
31-Oct-70,1970,10,31,24,8,8,,,,,,,10/31/1970,3,304
14-Nov-70,1970,11,14,3,3,3,,,,,,,11/14/1970,1,318
20-Nov-70,1970,11,20,43,8,8,,,,,,,11/20/1970,5.375,324
21-Nov-70,1970,11,21,55,5,5,,,,,,,11/21/1970,11,325
22-Nov-70,1970,11,22,54,8,8,,,,,,,11/22/1970,6.75,326
9-Apr-71,1971,4,9,20,5,5,,,,,,,4/9/1971,4,99
10-Apr-71,1971,4,10,32,5,5,,,,,,,4/10/1971,6.4,100
11-Apr-71,1971,4,11,42,5,5,,,,,,,4/11/1971,8.4,101
12-Apr-71,1971,4,12,66,5,8,,,,,,nets=5-8,4/12/1971,8.25,102
13-Apr-71,1971,4,13,96,8,8,,,,,,,4/13/1971,12,103
14-Apr-71,1971,4,14,48,8,8,,,,,,,4/14/1971,6,104
15-Apr-71,1971,4,15,92,8,8,,,,,,,4/15/1971,11.5,105
16-Apr-71,1971,4,16,32,8,8,,,,,,,4/16/1971,4,106
30-Apr-71,1971,4,30,32,5,8,,,,,,nets=5-8,4/30/1971,4,120
1-May-71,1971,5,1,101,8,8,,,,,,,5/1/1971,12.625,121
2-May-71,1971,5,2,92,8,8,,,,,,,5/2/1971,11.5,122
4-May-71,1971,5,4,80,7,8,,,,,,nets 7-8,5/4/1971,10,124
5-May-71,1971,5,5,94,6,8,,,,,,nets 6-8,5/5/1971,11.75,125
6-May-71,1971,5,6,66,5,8,,,,,,nets5-8,5/6/1971,8.25,126
7-May-71,1971,5,7,108,8,8,,,,,,,5/7/1971,13.5,127
8-May-71,1971,5,8,35,8,8,,,,,,,5/8/1971,4.375,128
10-May-71,1971,5,10,24,8,8,,,,,,,5/10/1971,3,130
11-May-71,1971,5,11,112,8,8,,,,,,,5/11/1971,14,131
12-May-71,1971,5,12,32,8,8,,,,,,,5/12/1971,4,132
